session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0000291,T000073,Kolkata,Mumbai,2024-03-04,2024-04-18,45,Night,Business,1
S0000292,T000073,Mumbai,Kolkata,2024-03-01,2024-03-02,1,Early Morning,Commute,1
S0000293,T000074,Chennai,Delhi,2024-03-15,2024-03-22,7,Morning,Commute,1
S0000294,T000074,Delhi,Chennai,2024-03-01,2024-04-04,34,Evening,Family / Personal,1
S0000295,T000074,Delhi,Mumbai,2024-03-01,2024-03-14,13,Morning,Family / Personal,1
S0000296,T000074,Delhi,Hyderabad,2024-03-05,2024-03-28,23,Evening,Commute,1
S0000297,T000075,Bangalore,Delhi,2024-03-03,2024-03-29,26,Morning,Commute,1
S0000298,T000075,Bangalore,Kolkata,2024-03-05,2024-03-29,24,Night,Business,1
S0000299,T000075,Mumbai,Delhi,2024-03-08,2024-04-24,47,Afternoon,Business,1
S0000300,T000075,Kolkata,Chennai,2024-03-09,2024-04-23,45,Night,Commute,1
S0000301,T000076,Mumbai,Delhi,2024-03-14,2024-04-01,18,Early Morning,Business,3
S0000302,T000076,Mumbai,Kolkata,2024-03-11,2024-04-27,47,Afternoon,Commute,1
S0000303,T000076,Kolkata,Bangalore,2024-03-14,2024-04-10,27,Morning,Commute,1
S0000304,T000076,Delhi,Hyderabad,2024-03-06,2024-04-18,43,Evening,Commute,1
S0000305,T000077,Chennai,Bangalore,2024-03-14,2024-04-03,20,Afternoon,Leisure,1
S0000306,T000077,Hyderabad,Chennai,2024-03-03,2024-03-26,23,Afternoon,Business,1
S0000307,T000077,Chennai,Bangalore,2024-03-03,2024-04-08,36,Early Morning,Commute,1
S0000308,T000077,Kolkata,Hyderabad,2024-03-09,2024-04-08,30,Early Morning,Commute,1
S0000309,T000078,Chennai,Bangalore,2024-03-05,2024-03-15,10,Evening,Commute,1
S0000310,T000078,Mumbai,Delhi,2024-03-01,2024-03-22,21,Evening,Commute,1
S0000311,T000078,Bangalore,Delhi,2024-03-14,2024-03-15,1,Early Morning,Commute,2
S0000312,T000078,Bangalore,Delhi,2024-03-13,2024-03-17,4,Night,Commute,1
S0000313,T000079,Hyderabad,Bangalore,2024-03-03,2024-03-18,15,Morning,Commute,1
S0000314,T000079,Chennai,Kolkata,2024-03-01,2024-03-23,22,Night,Commute,1
S0000315,T000079,Kolkata,Delhi,2024-03-09,2024-04-16,38,Evening,Commute,3
S0000316,T000079,Mumbai,Hyderabad,2024-03-07,2024-04-05,29,Morning,Commute,1
S0000317,T000080,Hyderabad,Bangalore,2024-03-12,2024-03-15,3,Night,Commute,2
S0000318,T000080,Mumbai,Bangalore,2024-03-01,2024-03-05,4,Morning,Leisure,1
S0000319,T000080,Kolkata,Mumbai,2024-03-13,2024-04-17,35,Early Morning,Commute,1
S0000320,T000080,Mumbai,Hyderabad,2024-03-07,2024-04-12,36,Early Morning,Commute,1
S0000321,T000081,Kolkata,Mumbai,2024-03-09,2024-03-24,15,Afternoon,Commute,1
S0000322,T000081,Bangalore,Hyderabad,2024-03-09,2024-04-11,33,Evening,Commute,2
S0000323,T000081,Bangalore,Mumbai,2024-03-06,2024-04-08,33,Night,Family / Personal,1
S0000324,T000081,Mumbai,Kolkata,2024-03-14,2024-04-23,40,Afternoon,Commute,1
S0000325,T000082,Chennai,Mumbai,2024-03-03,2024-03-14,11,Afternoon,Commute,2
S0000326,T000082,Mumbai,Kolkata,2024-03-03,2024-03-15,12,Early Morning,Commute,1
S0000327,T000082,Chennai,Delhi,2024-03-07,2024-03-28,21,Early Morning,Commute,1
S0000328,T000082,Mumbai,Hyderabad,2024-03-03,2024-03-15,12,Night,Commute,3
S0000329,T000083,Delhi,Kolkata,2024-03-11,2024-04-28,48,Afternoon,Commute,1
S0000330,T000083,Delhi,Bangalore,2024-03-01,2024-03-21,20,Evening,Commute,2
S0000331,T000083,Bangalore,Hyderabad,2024-03-15,2024-03-18,3,Afternoon,Commute,1
S0000332,T000083,Delhi,Bangalore,2024-03-07,2024-03-26,19,Night,Commute,1
S0000333,T000084,Bangalore,Kolkata,2024-03-09,2024-03-15,6,Early Morning,Commute,1
S0000334,T000084,Hyderabad,Bangalore,2024-03-11,2024-03-27,16,Afternoon,Commute,1
S0000335,T000084,Delhi,Chennai,2024-03-11,2024-04-12,32,Morning,Commute,1
S0000336,T000084,Hyderabad,Kolkata,2024-03-12,2024-04-19,38,Early Morning,Commute,1
S0000337,T000085,Mumbai,Chennai,2024-03-08,2024-03-22,14,Night,Commute,1
S0000338,T000085,Kolkata,Chennai,2024-03-08,2024-04-15,38,Night,Commute,1
S0000339,T000085,Chennai,Delhi,2024-03-01,2024-04-11,41,Evening,Commute,1
S0000340,T000085,Hyderabad,Bangalore,2024-03-15,2024-04-23,39,Early Morning,Commute,1
S0000341,T000086,Kolkata,Mumbai,2024-03-07,2024-03-18,11,Evening,Commute,1
S0000342,T000086,Delhi,Kolkata,2024-03-09,2024-03-27,18,Evening,Leisure,1
S0000343,T000086,Hyderabad,Chennai,2024-03-07,2024-03-15,8,Night,Commute,1
S0000344,T000086,Bangalore,Hyderabad,2024-03-06,2024-03-18,12,Evening,Family / Personal,1
S0000345,T000087,Bangalore,Mumbai,2024-03-01,2024-04-15,45,Night,Commute,1
S0000346,T000087,Bangalore,Hyderabad,2024-03-02,2024-03-30,28,Afternoon,Commute,1
S0000347,T000087,Hyderabad,Mumbai,2024-03-05,2024-03-06,1,Night,Commute,1
S0000348,T000087,Bangalore,Kolkata,2024-03-15,2024-03-25,10,Night,Commute,1
S0000349,T000088,Mumbai,Bangalore,2024-03-13,2024-04-28,46,Evening,Commute,3
S0000350,T000088,Kolkata,Hyderabad,2024-03-11,2024-03-12,1,Early Morning,Commute,1
S0000351,T000088,Chennai,Bangalore,2024-03-10,2024-04-23,44,Night,Leisure,1
S0000352,T000088,Kolkata,Chennai,2024-03-12,2024-04-29,48,Early Morning,Commute,1
S0000353,T000089,Kolkata,Mumbai,2024-03-10,2024-04-11,32,Night,Commute,1
S0000354,T000089,Mumbai,Delhi,2024-03-10,2024-03-19,9,Afternoon,Commute,1
S0000355,T000089,Hyderabad,Mumbai,2024-03-01,2024-03-10,9,Early Morning,Commute,1
S0000356,T000089,Mumbai,Bangalore,2024-03-01,2024-04-10,40,Evening,Family / Personal,1
S0000357,T000090,Mumbai,Kolkata,2024-03-06,2024-03-25,19,Evening,Commute,1
S0000358,T000090,Bangalore,Kolkata,2024-03-11,2024-03-29,18,Afternoon,Commute,1
S0000359,T000090,Bangalore,Kolkata,2024-03-14,2024-04-24,41,Evening,Leisure,1
S0000360,T000090,Chennai,Delhi,2024-03-13,2024-04-03,21,Afternoon,Leisure,1
S0000361,T000091,Bangalore,Delhi,2024-03-05,2024-03-16,11,Afternoon,Commute,1
S0000362,T000091,Delhi,Mumbai,2024-03-02,2024-03-08,6,Afternoon,Family / Personal,1
S0000363,T000091,Bangalore,Delhi,2024-03-14,2024-04-09,26,Morning,Commute,3
S0000364,T000091,Chennai,Bangalore,2024-03-11,2024-04-27,47,Early Morning,Commute,1
S0000365,T000092,Chennai,Kolkata,2024-03-12,2024-04-18,37,Morning,Commute,1
S0000366,T000092,Mumbai,Chennai,2024-03-03,2024-03-06,3,Early Morning,Business,1
S0000367,T000092,Delhi,Hyderabad,2024-03-10,2024-04-18,39,Early Morning,Commute,1
S0000368,T000092,Delhi,Kolkata,2024-03-01,2024-04-13,43,Night,Commute,3
S0000369,T000093,Chennai,Delhi,2024-03-07,2024-04-22,46,Night,Family / Personal,1
S0000370,T000093,Mumbai,Hyderabad,2024-03-08,2024-04-15,38,Evening,Commute,1
S0000371,T000093,Delhi,Hyderabad,2024-03-14,2024-05-01,48,Night,Commute,1
S0000372,T000093,Kolkata,Delhi,2024-03-01,2024-03-31,30,Morning,Family / Personal,1
S0000373,T000094,Bangalore,Hyderabad,2024-03-10,2024-04-16,37,Night,Leisure,1
S0000374,T000094,Mumbai,Hyderabad,2024-03-13,2024-03-14,1,Evening,Business,1
S0000375,T000094,Bangalore,Delhi,2024-03-10,2024-04-02,23,Morning,Leisure,1
S0000376,T000094,Chennai,Mumbai,2024-03-14,2024-04-27,44,Night,Business,1
S0000377,T000095,Mumbai,Kolkata,2024-03-11,2024-03-21,10,Night,Commute,1
S0000378,T000095,Delhi,Hyderabad,2024-03-04,2024-03-24,20,Early Morning,Commute,1
S0000379,T000095,Mumbai,Bangalore,2024-03-01,2024-03-03,2,Early Morning,Commute,2
S0000380,T000095,Hyderabad,Kolkata,2024-03-07,2024-04-18,42,Early Morning,Commute,1
S0000381,T000096,Bangalore,Chennai,2024-03-15,2024-04-10,26,Evening,Leisure,1
S0000382,T000096,Bangalore,Chennai,2024-03-04,2024-03-16,12,Afternoon,Commute,1
S0000383,T000096,Mumbai,Hyderabad,2024-03-01,2024-03-14,13,Evening,Commute,2
S0000384,T000096,Mumbai,Chennai,2024-03-12,2024-04-09,28,Evening,Commute,1
S0000385,T000097,Delhi,Chennai,2024-03-05,2024-03-06,1,Night,Family / Personal,1
S0000386,T000097,Bangalore,Mumbai,2024-03-09,2024-03-31,22,Night,Commute,1
S0000387,T000097,Chennai,Bangalore,2024-03-13,2024-04-23,41,Afternoon,Commute,1
S0000388,T000097,Hyderabad,Kolkata,2024-03-15,2024-04-16,32,Morning,Family / Personal,1
S0000389,T000098,Mumbai,Hyderabad,2024-03-11,2024-03-30,19,Afternoon,Commute,1
S0000390,T000098,Delhi,Kolkata,2024-03-07,2024-03-09,2,Night,Commute,1
S0000391,T000098,Chennai,Bangalore,2024-03-14,2024-04-02,19,Early Morning,Leisure,1
S0000392,T000098,Mumbai,Bangalore,2024-03-09,2024-04-17,39,Afternoon,Commute,1
S0000393,T000099,Bangalore,Delhi,2024-03-15,2024-04-02,18,Morning,Commute,2
S0000394,T000099,Chennai,Kolkata,2024-03-03,2024-03-21,18,Morning,Commute,2
S0000395,T000099,Hyderabad,Chennai,2024-03-06,2024-04-10,35,Early Morning,Commute,1
S0000396,T000099,Bangalore,Chennai,2024-03-01,2024-04-05,35,Afternoon,Leisure,1
S0000397,T000100,Mumbai,Chennai,2024-03-02,2024-03-30,28,Evening,Commute,1
S0000398,T000100,Bangalore,Kolkata,2024-03-10,2024-03-20,10,Afternoon,Commute,1
S0000399,T000100,Chennai,Mumbai,2024-03-06,2024-03-26,20,Evening,Commute,1
S0000400,T000100,Kolkata,Delhi,2024-03-15,2024-04-02,18,Early Morning,Commute,1
S0000401,T000101,Mumbai,Delhi,2024-03-01,2024-04-13,43,Morning,Commute,2
S0000402,T000101,Hyderabad,Delhi,2024-03-05,2024-03-08,3,Evening,Business,1
S0000403,T000101,Bangalore,Chennai,2024-03-06,2024-04-14,39,Evening,Business,1
S0000404,T000101,Kolkata,Chennai,2024-03-06,2024-03-14,8,Early Morning,Business,1
S0000405,T000102,Mumbai,Chennai,2024-03-07,2024-03-30,23,Early Morning,Business,1
S0000406,T000102,Hyderabad,Bangalore,2024-03-09,2024-03-25,16,Early Morning,Business,1
S0000407,T000102,Delhi,Mumbai,2024-03-06,2024-03-19,13,Night,Commute,1
S0000408,T000102,Kolkata,Bangalore,2024-03-06,2024-03-13,7,Afternoon,Family / Personal,1
S0000409,T000103,Kolkata,Hyderabad,2024-03-13,2024-03-19,6,Afternoon,Business,1
S0000410,T000103,Hyderabad,Kolkata,2024-03-02,2024-04-20,49,Night,Leisure,2
S0000411,T000103,Hyderabad,Delhi,2024-03-07,2024-04-14,38,Early Morning,Business,1
S0000412,T000103,Kolkata,Bangalore,2024-03-11,2024-03-12,1,Morning,Business,2
S0000413,T000104,Hyderabad,Delhi,2024-03-02,2024-03-25,23,Evening,Commute,3
S0000414,T000104,Chennai,Mumbai,2024-03-06,2024-03-15,9,Evening,Business,1
S0000415,T000104,Delhi,Kolkata,2024-03-05,2024-03-13,8,Afternoon,Business,1
S0000416,T000104,Bangalore,Mumbai,2024-03-12,2024-04-10,29,Evening,Business,3
S0000417,T000105,Bangalore,Hyderabad,2024-03-15,2024-04-14,30,Early Morning,Business,1
S0000418,T000105,Hyderabad,Mumbai,2024-03-15,2024-04-12,28,Evening,Business,1
S0000419,T000105,Kolkata,Bangalore,2024-03-14,2024-04-30,47,Early Morning,Business,1
S0000420,T000105,Bangalore,Mumbai,2024-03-10,2024-04-03,24,Early Morning,Family / Personal,1
S0000421,T000106,Chennai,Kolkata,2024-03-12,2024-03-16,4,Afternoon,Business,1
S0000422,T000106,Bangalore,Hyderabad,2024-03-08,2024-04-01,24,Morning,Business,1
S0000423,T000106,Delhi,Mumbai,2024-03-10,2024-04-07,28,Afternoon,Business,1
S0000424,T000106,Bangalore,Delhi,2024-03-05,2024-04-16,42,Night,Business,1
S0000425,T000107,Bangalore,Hyderabad,2024-03-07,2024-03-24,17,Evening,Leisure,1
S0000426,T000107,Kolkata,Mumbai,2024-03-12,2024-03-22,10,Night,Business,2
S0000427,T000107,Kolkata,Chennai,2024-03-11,2024-03-13,2,Night,Business,1
S0000428,T000107,Kolkata,Chennai,2024-03-11,2024-04-26,46,Evening,Leisure,1
S0000429,T000108,Chennai,Hyderabad,2024-03-11,2024-04-16,36,Night,Family / Personal,1
S0000430,T000108,Bangalore,Kolkata,2024-03-11,2024-04-06,26,Afternoon,Business,1
S0000431,T000108,Hyderabad,Kolkata,2024-03-08,2024-04-02,25,Evening,Commute,1
S0000432,T000108,Chennai,Mumbai,2024-03-07,2024-04-14,38,Afternoon,Leisure,2
S0000433,T000109,Mumbai,Delhi,2024-03-15,2024-04-25,41,Early Morning,Family / Personal,1
S0000434,T000109,Chennai,Hyderabad,2024-03-06,2024-03-27,21,Evening,Business,1
S0000435,T000109,Bangalore,Delhi,2024-03-02,2024-03-30,28,Night,Commute,1
S0000436,T000109,Hyderabad,Mumbai,2024-03-11,2024-04-26,46,Morning,Business,1
S0000437,T000110,Bangalore,Mumbai,2024-03-01,2024-03-21,20,Early Morning,Business,1
S0000438,T000110,Mumbai,Bangalore,2024-03-07,2024-04-10,34,Night,Leisure,1
S0000439,T000110,Kolkata,Bangalore,2024-03-01,2024-03-08,7,Early Morning,Business,1
S0000440,T000110,Mumbai,Kolkata,2024-03-13,2024-03-20,7,Early Morning,Business,1
S0000441,T000111,Mumbai,Kolkata,2024-03-04,2024-04-08,35,Evening,Business,1
S0000442,T000111,Bangalore,Delhi,2024-03-14,2024-04-03,20,Early Morning,Business,1
S0000443,T000111,Mumbai,Bangalore,2024-03-15,2024-04-10,26,Early Morning,Business,3
S0000444,T000111,Chennai,Kolkata,2024-03-15,2024-04-18,34,Morning,Business,1
S0000445,T000112,Hyderabad,Chennai,2024-03-08,2024-03-10,2,Early Morning,Business,1
S0000446,T000112,Hyderabad,Kolkata,2024-03-14,2024-03-24,10,Night,Business,1
S0000447,T000112,Delhi,Mumbai,2024-03-10,2024-04-20,41,Evening,Business,1
S0000448,T000112,Bangalore,Delhi,2024-03-14,2024-04-30,47,Night,Business,1
S0000449,T000113,Delhi,Bangalore,2024-03-08,2024-04-19,42,Morning,Leisure,1
S0000450,T000113,Chennai,Bangalore,2024-03-08,2024-04-06,29,Morning,Business,1
S0000451,T000113,Bangalore,Chennai,2024-03-10,2024-04-07,28,Early Morning,Leisure,1
S0000452,T000113,Chennai,Bangalore,2024-03-14,2024-03-21,7,Morning,Business,1
S0000453,T000114,Delhi,Kolkata,2024-03-02,2024-03-15,13,Evening,Commute,1
S0000454,T000114,Mumbai,Bangalore,2024-03-07,2024-03-17,10,Evening,Business,1
S0000455,T000114,Hyderabad,Kolkata,2024-03-05,2024-03-20,15,Evening,Business,1
S0000456,T000114,Kolkata,Chennai,2024-03-05,2024-03-29,24,Night,Business,1
S0000457,T000115,Kolkata,Hyderabad,2024-03-08,2024-03-24,16,Night,Business,1
S0000458,T000115,Mumbai,Delhi,2024-03-14,2024-04-24,41,Evening,Commute,1
S0000459,T000115,Bangalore,Hyderabad,2024-03-08,2024-03-31,23,Night,Business,2
S0000460,T000115,Bangalore,Kolkata,2024-03-07,2024-03-11,4,Early Morning,Commute,1
S0000461,T000116,Hyderabad,Delhi,2024-03-13,2024-03-20,7,Night,Business,1
S0000462,T000116,Kolkata,Bangalore,2024-03-07,2024-04-03,27,Night,Business,1
S0000463,T000116,Chennai,Mumbai,2024-03-06,2024-04-09,34,Evening,Business,2
S0000464,T000116,Chennai,Hyderabad,2024-03-04,2024-03-20,16,Afternoon,Business,1
S0000465,T000117,Bangalore,Kolkata,2024-03-08,2024-04-04,27,Night,Business,1
S0000466,T000117,Kolkata,Chennai,2024-03-15,2024-04-20,36,Afternoon,Family / Personal,1
S0000467,T000117,Chennai,Bangalore,2024-03-02,2024-04-14,43,Early Morning,Business,1
S0000468,T000117,Bangalore,Hyderabad,2024-03-01,2024-03-07,6,Morning,Leisure,1
S0000469,T000118,Hyderabad,Chennai,2024-03-07,2024-04-22,46,Evening,Leisure,1
S0000470,T000118,Delhi,Hyderabad,2024-03-01,2024-03-21,20,Evening,Business,1
S0000471,T000118,Mumbai,Kolkata,2024-03-08,2024-03-13,5,Morning,Business,1
S0000472,T000118,Bangalore,Kolkata,2024-03-15,2024-03-27,12,Night,Business,1
S0000473,T000119,Hyderabad,Bangalore,2024-03-03,2024-03-10,7,Early Morning,Family / Personal,1
S0000474,T000119,Kolkata,Delhi,2024-03-03,2024-04-10,38,Night,Business,2
S0000475,T000119,Hyderabad,Bangalore,2024-03-08,2024-03-14,6,Afternoon,Business,1
S0000476,T000119,Kolkata,Delhi,2024-03-03,2024-04-14,42,Evening,Business,1
S0000477,T000120,Hyderabad,Chennai,2024-03-15,2024-03-30,15,Evening,Business,1
S0000478,T000120,Bangalore,Chennai,2024-03-09,2024-04-20,42,Evening,Business,2
S0000479,T000120,Kolkata,Mumbai,2024-03-08,2024-03-25,17,Afternoon,Business,1
S0000480,T000120,Chennai,Kolkata,2024-03-03,2024-03-20,17,Night,Business,1
S0000481,T000121,Delhi,Hyderabad,2024-03-06,2024-03-21,15,Evening,Business,1
S0000482,T000121,Chennai,Bangalore,2024-03-14,2024-04-03,20,Night,Business,1
S0000483,T000121,Chennai,Delhi,2024-03-14,2024-04-20,37,Afternoon,Business,1
S0000484,T000121,Delhi,Kolkata,2024-03-08,2024-03-26,18,Morning,Business,1
S0000485,T000122,Bangalore,Chennai,2024-03-01,2024-03-28,27,Early Morning,Business,1
S0000486,T000122,Delhi,Kolkata,2024-03-01,2024-03-13,12,Night,Business,1
S0000487,T000122,Kolkata,Bangalore,2024-03-04,2024-03-16,12,Night,Leisure,1
S0000488,T000122,Chennai,Hyderabad,2024-03-03,2024-03-15,12,Night,Leisure,1
S0000489,T000123,Hyderabad,Chennai,2024-03-08,2024-04-09,32,Early Morning,Business,1
S0000490,T000123,Delhi,Kolkata,2024-03-09,2024-03-24,15,Morning,Commute,1
S0000491,T000123,Bangalore,Mumbai,2024-03-13,2024-04-04,22,Afternoon,Leisure,1
S0000492,T000123,Kolkata,Hyderabad,2024-03-01,2024-04-15,45,Evening,Commute,1
S0000493,T000124,Hyderabad,Delhi,2024-03-11,2024-03-15,4,Afternoon,Business,1
S0000494,T000124,Mumbai,Kolkata,2024-03-01,2024-03-07,6,Early Morning,Business,1
S0000495,T000124,Bangalore,Kolkata,2024-03-07,2024-03-29,22,Night,Business,2
S0000496,T000124,Hyderabad,Kolkata,2024-03-04,2024-04-09,36,Afternoon,Business,1
S0000497,T000125,Hyderabad,Delhi,2024-03-05,2024-04-22,48,Afternoon,Business,1
S0000498,T000125,Hyderabad,Mumbai,2024-03-05,2024-03-22,17,Early Morning,Leisure,1
S0000499,T000125,Chennai,Bangalore,2024-03-09,2024-03-24,15,Afternoon,Business,1
S0000500,T000125,Bangalore,Chennai,2024-03-09,2024-04-13,35,Morning,Business,1
S0000501,T000126,Delhi,Kolkata,2024-03-03,2024-04-14,42,Night,Business,1
S0000502,T000126,Hyderabad,Chennai,2024-03-04,2024-03-27,23,Night,Business,1
S0000503,T000126,Kolkata,Delhi,2024-03-03,2024-04-06,34,Afternoon,Business,2
S0000504,T000126,Hyderabad,Bangalore,2024-03-02,2024-03-14,12,Early Morning,Business,1
S0000505,T000127,Kolkata,Mumbai,2024-03-01,2024-04-10,40,Afternoon,Commute,1
S0000506,T000127,Mumbai,Hyderabad,2024-03-02,2024-04-03,32,Morning,Business,3
S0000507,T000127,Mumbai,Delhi,2024-03-15,2024-04-12,28,Afternoon,Business,3
S0000508,T000127,Delhi,Hyderabad,2024-03-09,2024-03-21,12,Night,Business,1
S0000509,T000128,Bangalore,Mumbai,2024-03-02,2024-03-13,11,Early Morning,Leisure,1
S0000510,T000128,Hyderabad,Bangalore,2024-03-05,2024-03-22,17,Night,Business,1
S0000511,T000128,Mumbai,Hyderabad,2024-03-04,2024-03-30,26,Morning,Leisure,1
S0000512,T000128,Delhi,Mumbai,2024-03-06,2024-03-26,20,Night,Business,1
S0000513,T000129,Kolkata,Delhi,2024-03-02,2024-04-07,36,Afternoon,Family / Personal,1
S0000514,T000129,Bangalore,Hyderabad,2024-03-13,2024-04-07,25,Evening,Commute,1
S0000515,T000129,Kolkata,Mumbai,2024-03-01,2024-04-18,48,Night,Business,1
S0000516,T000129,Chennai,Delhi,2024-03-01,2024-04-17,47,Afternoon,Commute,3
S0000517,T000130,Chennai,Mumbai,2024-03-11,2024-04-24,44,Evening,Business,1
S0000518,T000130,Delhi,Chennai,2024-03-09,2024-03-31,22,Morning,Business,1
S0000519,T000130,Kolkata,Bangalore,2024-03-06,2024-03-13,7,Early Morning,Business,1
S0000520,T000130,Bangalore,Mumbai,2024-03-02,2024-03-09,7,Morning,Business,1
S0000521,T000131,Kolkata,Chennai,2024-03-11,2024-03-27,16,Early Morning,Commute,1
S0000522,T000131,Delhi,Bangalore,2024-03-06,2024-03-22,16,Afternoon,Business,1
S0000523,T000131,Hyderabad,Chennai,2024-03-01,2024-04-14,44,Evening,Commute,1
S0000524,T000131,Bangalore,Kolkata,2024-03-11,2024-04-06,26,Evening,Business,1
S0000525,T000132,Delhi,Chennai,2024-03-10,2024-04-23,44,Morning,Leisure,1
S0000526,T000132,Delhi,Mumbai,2024-03-03,2024-04-10,38,Night,Family / Personal,1
S0000527,T000132,Mumbai,Chennai,2024-03-04,2024-04-09,36,Afternoon,Business,1
S0000528,T000132,Chennai,Kolkata,2024-03-02,2024-03-05,3,Evening,Family / Personal,1
S0000529,T000133,Bangalore,Kolkata,2024-03-03,2024-04-05,33,Evening,Business,1
S0000530,T000133,Kolkata,Bangalore,2024-03-15,2024-04-23,39,Morning,Business,1
S0000531,T000133,Mumbai,Delhi,2024-03-06,2024-03-18,12,Night,Business,1
S0000532,T000133,Mumbai,Hyderabad,2024-03-15,2024-03-23,8,Night,Business,2
S0000533,T000134,Chennai,Hyderabad,2024-03-02,2024-03-20,18,Morning,Family / Personal,1
S0000534,T000134,Delhi,Hyderabad,2024-03-02,2024-04-03,32,Morning,Business,1
S0000535,T000134,Hyderabad,Delhi,2024-03-08,2024-04-01,24,Night,Business,1
S0000536,T000134,Mumbai,Kolkata,2024-03-04,2024-03-13,9,Morning,Business,1
S0000537,T000135,Delhi,Hyderabad,2024-03-12,2024-03-20,8,Morning,Business,1
S0000538,T000135,Mumbai,Bangalore,2024-03-08,2024-03-17,9,Night,Leisure,1
S0000539,T000135,Hyderabad,Mumbai,2024-03-07,2024-04-19,43,Morning,Commute,1
S0000540,T000135,Delhi,Kolkata,2024-03-10,2024-04-16,37,Early Morning,Business,2
S0000541,T000136,Chennai,Delhi,2024-03-06,2024-03-18,12,Night,Business,1
S0000542,T000136,Bangalore,Mumbai,2024-03-15,2024-04-14,30,Night,Business,1
S0000543,T000136,Delhi,Kolkata,2024-03-10,2024-04-25,46,Morning,Family / Personal,1
S0000544,T000136,Bangalore,Hyderabad,2024-03-07,2024-03-16,9,Early Morning,Business,1
S0000545,T000137,Bangalore,Hyderabad,2024-03-05,2024-03-15,10,Afternoon,Business,1
S0000546,T000137,Kolkata,Delhi,2024-03-04,2024-03-27,23,Night,Business,1
S0000547,T000137,Bangalore,Chennai,2024-03-02,2024-04-13,42,Early Morning,Family / Personal,1
S0000548,T000137,Bangalore,Kolkata,2024-03-13,2024-04-28,46,Evening,Commute,1
S0000549,T000138,Chennai,Kolkata,2024-03-05,2024-03-24,19,Night,Business,1
S0000550,T000138,Delhi,Mumbai,2024-03-12,2024-03-22,10,Afternoon,Business,1
S0000551,T000138,Mumbai,Kolkata,2024-03-13,2024-03-15,2,Afternoon,Commute,1
S0000552,T000138,Hyderabad,Bangalore,2024-03-06,2024-04-20,45,Night,Commute,2
S0000553,T000139,Delhi,Hyderabad,2024-03-05,2024-04-12,38,Night,Business,1
S0000554,T000139,Kolkata,Hyderabad,2024-03-11,2024-04-13,33,Evening,Leisure,1
S0000555,T000139,Bangalore,Hyderabad,2024-03-15,2024-03-26,11,Early Morning,Business,3
S0000556,T000139,Bangalore,Delhi,2024-03-10,2024-04-14,35,Evening,Commute,1
S0000557,T000140,Hyderabad,Chennai,2024-03-14,2024-03-22,8,Afternoon,Commute,1
S0000558,T000140,Kolkata,Hyderabad,2024-03-04,2024-04-03,30,Afternoon,Business,1
S0000559,T000140,Bangalore,Mumbai,2024-03-02,2024-03-07,5,Early Morning,Business,1
S0000560,T000140,Hyderabad,Kolkata,2024-03-13,2024-04-30,48,Afternoon,Commute,1
S0000561,T000141,Hyderabad,Chennai,2024-03-15,2024-04-27,43,Early Morning,Business,1
S0000562,T000141,Mumbai,Chennai,2024-03-15,2024-04-13,29,Evening,Family / Personal,1
S0000563,T000141,Hyderabad,Bangalore,2024-03-01,2024-03-30,29,Morning,Business,1
S0000564,T000141,Delhi,Bangalore,2024-03-06,2024-03-27,21,Evening,Commute,1
S0000565,T000142,Kolkata,Delhi,2024-03-14,2024-04-02,19,Early Morning,Business,1
S0000566,T000142,Bangalore,Hyderabad,2024-03-11,2024-04-13,33,Afternoon,Business,2
S0000567,T000142,Chennai,Mumbai,2024-03-11,2024-03-26,15,Evening,Business,1
S0000568,T000142,Chennai,Bangalore,2024-03-11,2024-03-19,8,Early Morning,Family / Personal,1
S0000569,T000143,Delhi,Bangalore,2024-03-01,2024-04-14,44,Morning,Business,1
S0000570,T000143,Hyderabad,Chennai,2024-03-05,2024-03-06,1,Afternoon,Business,1
